segment1	segment2	dist
n	p	0.7513227513227514
n	r	0.5298507462686567
n	s	0.6549295774647887
n	š	0.8070175438596492
n	t	0.6358024691358024
n	u	0.9942528735632183
n	ū	0.9940476190476191
n	v	0.6335403726708074
n	ʌ	0.9842931937172775
n	w	0.9820359281437125
n	x	0.8704663212435233
n	y	0.9611111111111111
n	z	0.39855072463768115
n	ž	0.689873417721519
n	θ	0.4429530201342282
ŋ	ä	0.97
ŋ	ā	0.9545454545454546
ŋ	æ	0.9705882352941176
ŋ	b	0.8200000000000001
ŋ	c	0.95
ŋ	č	0.8715596330275229
ŋ	d	0.891025641025641
ŋ	ð	0.9407894736842105
ŋ	e	0.9461538461538461
ŋ	ē	0.9411764705882353
ŋ	ɛ	0.8672566371681416
ŋ	f	0.927536231884058
ŋ	g	0.45744680851063835
ŋ	h	0.9166666666666666
ŋ	i	0.9134615384615384
ŋ	ī	0.9081632653061225
ŋ	ɨ	0.8709677419354839
ŋ	ʝ	0.831858407079646
ŋ	k	0.6
ŋ	l	0.95
ŋ	m	0.71
ŋ	n	0.9216867469879518
ŋ	ŋ	0
ŋ	o	0.9142857142857143
ŋ	O	0.9545454545454546
ŋ	ō	0.9081632653061225
ŋ	œ	0.967032967032967
ŋ	ɔ	0.9545454545454546
ŋ	p	0.8698630136986302
ŋ	r	0.95
ŋ	s	0.8235294117647058
ŋ	š	0.9008264462809917
ŋ	t	0.920863309352518
ŋ	u	0.8695652173913043
ŋ	ū	0.8604651162790697
ŋ	v	0.9044117647058824
ŋ	ʌ	0.9210526315789473
ŋ	w	0.6973684210526316
ŋ	x	0.6875
ŋ	y	0.8041237113402062
ŋ	z	0.951048951048951
ŋ	ž	0.8760330578512396
ŋ	θ	0.9407894736842105
o	ä	0.8877551020408163
o	ā	0.8192771084337349
o	æ	0.84375
o	b	0.9602272727272727
o	c	0.9767441860465116
o	č	0.9761904761904762
o	d	0.9829545454545454
o	ð	0.9817073170731707
o	e	0.7232142857142857
o	ē	0.7889908256880733
o	ɛ	0.8347826086956522
o	f	0.9523809523809523
o	g	0.9366197183098591
o	h	0.9507042253521126
o	i	0.8333333333333334
o	ī	0.87
o	ɨ	0.7934782608695652
o	ʝ	0.9777777777777777
o	k	0.9343065693430657
o	l	0.944
o	m	0.9453125
o	n	0.9835164835164835
o	ŋ	0.9142857142857143
o	o	0
o	O	0.7272727272727273
o	ō	0.452054794520548
o	œ	0.8372093023255813
o	ɔ	0.5373134328358209
o	p	0.9573170731707317
o	r	0.944
o	s	0.975609756097561
o	š	0.9779411764705882
o	t	0.9803921568627451
o	u	0.4931506849315068
o	ū	0.6835443037974683
o	v	0.9527027027027027
o	ʌ	0.4642857142857143
o	w	0.7349397590361446
o	x	0.9375
o	y	0.9009009009009009
o	z	0.9803921568627451
o	ž	0.9784172661870504
o	θ	0.9817073170731707
O	ä	0.7746478873239436
O	ā	0.5384615384615384
O	æ	0.8289473684210527
O	b	0.9810126582278481
O	c	0.9908256880733946
O	č	0.9905660377358491
O	d	0.9935897435897436
O	ð	0.9930555555555556
O	e	0.9
O	ē	0.865979381443299
O	ɛ	0.9333333333333333
O	f	0.9767441860465116
O	g	0.968
O	h	0.9327731092436975
O	i	0.9340659340659341
O	ī	0.9166666666666666
O	ɨ	0.858974358974359
O	ʝ	0.991304347826087
O	k	0.9666666666666667
O	l	0.9719626168224299
O	m	0.9727272727272728
O	n	0.9938271604938271
O	ŋ	0.9545454545454546
O	o	0.7272727272727273
O	O	0
O	ō	0.532258064516129
O	œ	0.5818181818181818
O	ɔ	0.48
O	p	0.9794520547945206
O	r	0.9719626168224299
O	s	0.9902912621359223
O	š	0.9913793103448276
O	t	0.9924812030075187
O	u	0.8266666666666667
O	ū	0.7384615384615385
O	v	0.9769230769230769
O	ʌ	0.8369565217391304
O	w	0.8933333333333333
O	x	0.9685039370078741
O	y	0.9583333333333334
O	z	0.9924812030075187
O	ž	0.9915966386554622
O	θ	0.9930555555555556
ō	ä	0.8539325842696629
ō	ā	0.7361111111111112
ō	æ	0.8817204301075269
ō	b	0.9585798816568047
ō	c	0.9754098360655737
ō	č	0.9747899159663865
ō	d	0.9822485207100592
ō	ð	0.9808917197452229
ō	e	0.7964601769911505
ō	ē	0.7244897959183674
ō	ɛ	0.8660714285714286
ō	f	0.95
ō	g	0.9333333333333333
ō	h	0.9481481481481482
ō	i	0.8686868686868687
ō	ī	0.8351648351648352
ō	ɨ	0.7160493827160495
ō	ʝ	0.9765625
ō	k	0.9307692307692308
ō	l	0.940677966101695
ō	m	0.9421487603305785
ō	n	0.9828571428571429
ō	ŋ	0.9081632653061225
ō	o	0.452054794520548
ō	O	0.532258064516129
ō	ō	0
ō	œ	0.76
ō	ɔ	0.7
ō	p	0.9554140127388535
ō	r	0.940677966101695
ō	s	0.9741379310344828
ō	š	0.9767441860465116
ō	t	0.9794520547945206
ō	u	0.6794871794871795
ō	ū	0.5076923076923077
ō	v	0.950354609929078
ō	ʌ	0.6593406593406593
ō	w	0.8048780487804879
ō	x	0.9343065693430657
ō	y	0.9150943396226415
ō	z	0.9794520547945206
ō	ž	0.9772727272727273
ō	θ	0.9808917197452229
œ	ä	0.4385964912280702
œ	ā	0.7419354838709677
œ	æ	0.6
œ	b	0.9551282051282052
œ	c	0.9724770642201834
œ	č	0.9716981132075472
œ	d	0.9807692307692307
œ	ð	0.9791666666666666
œ	e	0.7821782178217822
œ	ē	0.6976744186046512
œ	ɛ	0.86
œ	f	0.9448818897637795
œ	g	0.9765625
œ	h	0.8584070796460177
œ	i	0.8620689655172413
œ	ī	0.8227848101265822
œ	ɨ	0.9166666666666666
œ	ʝ	0.9739130434782609
œ	k	0.975609756097561
œ	l	0.9333333333333333
œ	m	0.9351851851851852
œ	n	0.9814814814814815
œ	ŋ	0.967032967032967
œ	o	0.8372093023255813
œ	O	0.5818181818181818
œ	ō	0.76
œ	œ	0
œ	ɔ	0.7213114754098361
œ	p	0.9513888888888888
œ	r	0.9333333333333333
œ	s	0.970873786407767
œ	š	0.9741379310344828
œ	t	0.9774436090225564
œ	u	0.9024390243902439
œ	ū	0.8648648648648649
œ	v	0.9453125
œ	ʌ	0.8877551020408163
œ	w	0.9375
œ	x	0.9769230769230769
œ	y	0.9148936170212766
œ	z	0.9774436090225564
œ	ž	0.9747899159663865
œ	θ	0.9791666666666666
ɔ	ä	0.8243243243243243
ɔ	ā	0.6896551724137931
ɔ	æ	0.7464788732394366
ɔ	b	0.9810126582278481
ɔ	c	0.9908256880733946
ɔ	č	0.9905660377358491
ɔ	d	0.9935897435897436
ɔ	ð	0.9930555555555556
ɔ	e	0.8584905660377359
ɔ	ē	0.8888888888888888
ɔ	ɛ	0.912621359223301
ɔ	f	0.9767441860465116
ɔ	g	0.968
ɔ	h	0.9327731092436975
ɔ	i	0.9101123595505618
ɔ	ī	0.9294117647058824
ɔ	ɨ	0.8875
ɔ	ʝ	0.991304347826087
ɔ	k	0.9666666666666667
ɔ	l	0.9719626168224299
ɔ	m	0.9727272727272728
ɔ	n	0.9938271604938271
ɔ	ŋ	0.9545454545454546
ɔ	o	0.5373134328358209
ɔ	O	0.48
ɔ	ō	0.7
ɔ	œ	0.7213114754098361
ɔ	ɔ	0
ɔ	p	0.9794520547945206
ɔ	r	0.9719626168224299
ɔ	s	0.9902912621359223
ɔ	š	0.9913793103448276
ɔ	t	0.9924812030075187
ɔ	u	0.7246376811594203
ɔ	ū	0.8115942028985508
ɔ	v	0.9769230769230769
ɔ	ʌ	0.7411764705882353
ɔ	w	0.8472222222222222
ɔ	x	0.9685039370078741
ɔ	y	0.9473684210526316
ɔ	z	0.9924812030075187
ɔ	ž	0.9915966386554622
ɔ	θ	0.9930555555555556
p	ä	0.954248366013072
p	ā	0.9794520547945206
p	æ	0.9548387096774194
p	b	0.40816326530612246
p	c	0.6642335766423357
p	č	0.8079470198675497
p	d	0.6705202312138728
p	ð	0.6459627329192547
p	e	0.9162011173184358
p	ē	0.9107142857142857
p	ɛ	0.8291139240506329
p	f	0.5763888888888888
p	g	0.7976190476190477
p	h	0.7341772151898734
p	i	0.9570552147239264
p	ī	0.9554140127388535
p	ɨ	0.9811320754716981
p	ʝ	0.8614457831325302
p	k	0.7039473684210527
p	l	0.8490566037735849
p	m	0.6015037593984962
p	n	0.7513227513227514
p	ŋ	0.8698630136986302
p	o	0.9573170731707317
p	O	0.9794520547945206
p	ō	0.9554140127388535
p	œ	0.9513888888888888
p	ɔ	0.9794520547945206
p	p	0
p	r	0.8490566037735849
p	s	0.7793103448275862
p	š	0.8622754491017964
p	t	0.4666666666666667
p	u	0.9810126582278481
p	ū	0.9802631578947368
p	v	0.6709677419354838
p	ʌ	0.9595375722543352
p	w	0.9530201342281879
p	x	0.7857142857142857
p	y	0.9050632911392404
p	z	0.8238636363636364
p	ž	0.8908045977011494
p	θ	0.6459627329192547
r	ä	0.9385964912280702
r	ā	0.9719626168224299
r	æ	0.9396551724137931
r	b	0.7888198757763976
r	c	0.8387096774193549
r	č	0.9153846153846154
r	d	0.6827586206896552
r	ð	0.6934306569343065
r	e	0.8928571428571429
r	ē	0.8837209302325582
r	ɛ	0.9496402877697842
r	f	0.8472222222222222
r	g	0.9205298013245033
r	h	0.8972602739726028
r	i	0.9435483870967742
r	ī	0.940677966101695
r	ɨ	0.975
r	ʝ	0.8721804511278195
r	k	0.9466666666666667
r	l	0
r	m	0.8515625
r	n	0.5298507462686567
r	ŋ	0.95
r	o	0.944
r	O	0.9719626168224299
r	ō	0.940677966101695
r	œ	0.9333333333333333
r	ɔ	0.9719626168224299
r	p	0.8490566037735849
r	r	0
r	s	0.7787610619469026
r	š	0.8814814814814815
r	t	0.782608695652174
r	u	0.9747899159663865
r	ū	0.9734513274336283
r	v	0.781021897810219
r	ʌ	0.9477611940298507
r	w	0.9913793103448276
r	x	0.9215686274509804
r	y	0.9770992366412213
r	z	0.6666666666666667
r	ž	0.8153846153846154
r	θ	0.6934306569343065
s	ä	0.9732142857142857
s	ā	0.9902912621359223
s	æ	0.9736842105263158
s	b	0.6783216783216783
s	c	0.7454545454545455
s	č	0.865546218487395
s	d	0.48360655737704916
s	ð	0.7642857142857142
s	e	0.9507042253521126
s	ē	0.9465648854961832
s	ɛ	0.8976377952755905
s	f	0.8652482269503546
s	g	0.8785714285714286
s	h	0.9310344827586207
s	i	0.9754098360655737
s	ī	0.9741379310344828
s	ɨ	0.9913793103448276
s	ʝ	0.7899159663865546
s	k	0.9219858156028369
s	l	0.7787610619469026
s	m	0.4838709677419355
s	n	0.6549295774647887
s	ŋ	0.8235294117647058
s	o	0.975609756097561
s	O	0.9902912621359223
s	ō	0.9741379310344828
s	œ	0.970873786407767
s	ɔ	0.9902912621359223
s	p	0.7793103448275862
s	r	0.7787610619469026
s	s	0
s	š	0.9015151515151515
s	t	0.6611570247933884
s	u	0.991304347826087
s	ū	0.9908256880733946
s	v	0.8161764705882353
s	ʌ	0.9772727272727273
s	w	0.9722222222222222
s	x	0.94
s	y	0.9421487603305785
s	z	0.7441860465116279
s	ž	0.8527131782945736
s	θ	0.7642857142857142
š	ä	0.976
š	ā	0.9913793103448276
š	æ	0.9763779527559056
š	b	0.8961748633879781
š	c	0.73109243697479
š	č	0.4421052631578948
š	d	0.8685714285714285
š	ð	0.6993006993006994
š	e	0.9548387096774194
š	ē	0.9513888888888888
š	ɛ	0.8913043478260869
š	f	0.708955223880597
š	g	0.881578947368421
š	h	0.8085106382978724
š	i	0.9302325581395349
š	ī	0.926829268292683
š	ɨ	0.9682539682539683
š	ʝ	0.6347826086956522
š	k	0.8461538461538461
š	l	0.8814814814814815
š	m	0.9230769230769231
š	n	0.8070175438596492
š	ŋ	0.9008264462809917
š	o	0.9779411764705882
š	O	0.9913793103448276
š	ō	0.9767441860465116
š	œ	0.9741379310344828
š	ɔ	0.9913793103448276
š	p	0.8622754491017964
š	r	0.8814814814814815
š	s	0.9015151515151515
š	š	0
š	t	0.8095238095238095
š	u	0.968
š	ū	0.9663865546218487
š	v	0.8
š	ʌ	0.9793103448275862
š	w	0.9217391304347826
š	x	0.7714285714285715
š	y	0.8442622950819672
š	z	0.7318840579710144
š	ž	0.4368932038834952
š	θ	0.6993006993006994
t	ä	0.9788732394366197
t	ā	0.9924812030075187
t	æ	0.9791666666666666
t	b	0.6481481481481481
t	c	0.41509433962264153
t	č	0.7109375
t	d	0.4642857142857143
t	ð	0.45038167938931295
t	e	0.9593023255813954
t	ē	0.9565217391304348
t	ɛ	0.9171974522292994
t	f	0.7581699346405228
t	g	0.8734939759036144
t	h	0.84375
t	i	0.9802631578947368
t	ī	0.9794520547945206
t	ɨ	0.9931506849315068
t	ʝ	0.8
t	k	0.8258064516129032
t	l	0.782608695652174
t	m	0.7697841726618705
t	n	0.6358024691358024
t	ŋ	0.920863309352518
t	o	0.9803921568627451
t	O	0.9924812030075187
t	ō	0.9794520547945206
t	œ	0.9774436090225564
t	ɔ	0.9924812030075187
t	p	0.4666666666666667
t	r	0.782608695652174
t	s	0.6611570247933884
t	š	0.8095238095238095
t	t	0
t	u	0.993103448275862
t	ū	0.9928057553956835
t	v	0.80625
t	ʌ	0.9814814814814815
t	w	0.9782608695652174
t	x	0.875
t	y	0.9536423841059603
t	z	0.7450980392156863
t	ž	0.8516129032258064
t	θ	0.45038167938931295
u	ä	0.935483870967742
u	ā	0.8860759493670887
u	æ	0.9139784946236559
u	b	0.9823529411764705
u	c	0.9917355371900827
u	č	0.9652173913043478
u	d	0.9940476190476191
u	ð	0.9935897435897436
u	e	0.853448275862069
u	ē	0.8807339449541285
u	ɛ	0.9026548672566371
u	f	0.9787234042553191
u	g	0.9069767441860466
u	h	0.9703703703703703
u	i	0.7325581395348837
u	ī	0.8023255813953488
u	ɨ	0.6533333333333333
u	ʝ	0.967741935483871
u	k	0.9032258064516129
u	l	0.9747899159663865
u	m	0.9754098360655737
u	n	0.9942528735632183
u	ŋ	0.8695652173913043
u	o	0.4931506849315068
u	O	0.8266666666666667
u	ō	0.6794871794871795
u	œ	0.9024390243902439
u	ɔ	0.7246376811594203
u	p	0.9810126582278481
u	r	0.9747899159663865
u	s	0.991304347826087
u	š	0.968
u	t	0.993103448275862
u	u	0
u	ū	0.43333333333333335
u	v	0.9788732394366197
u	ʌ	0.7065217391304348
u	w	0.5384615384615384
u	x	0.9083969465648855
u	y	0.845360824742268
u	z	0.993103448275862
u	ž	0.96875
u	θ	0.9935897435897436
ū	ä	0.9186046511627907
ū	ā	0.8450704225352113
ū	æ	0.9325842696629214
ū	b	0.9817073170731707
ū	c	0.991304347826087
ū	č	0.963302752293578
ū	d	0.9938271604938271
ū	ð	0.9933333333333333
ū	e	0.8859649122807017
ū	ē	0.8514851485148515
ū	ɛ	0.9174311926605505
ū	f	0.9777777777777777
ū	g	0.9024390243902439
ū	h	0.9689922480620154
ū	i	0.8023255813953488
ū	ī	0.7402597402597403
ū	ɨ	0.4920634920634921
ū	ʝ	0.9661016949152542
ū	k	0.8983050847457628
ū	l	0.9734513274336283
ū	m	0.9741379310344828
ū	n	0.9940476190476191
ū	ŋ	0.8604651162790697
ū	o	0.6835443037974683
ū	O	0.7384615384615385
ū	ō	0.5076923076923077
ū	œ	0.8648648648648649
ū	ɔ	0.8115942028985508
ū	p	0.9802631578947368
ū	r	0.9734513274336283
ū	s	0.9908256880733946
ū	š	0.9663865546218487
ū	t	0.9928057553956835
ū	u	0.43333333333333335
ū	ū	0
ū	v	0.9779411764705882
ū	ʌ	0.7978723404255319
ū	w	0.6716417910447761
ū	x	0.904
ū	y	0.8723404255319149
ū	z	0.9928057553956835
ū	ž	0.9672131147540983
ū	θ	0.9933333333333333
v	ä	0.948905109489051
v	ā	0.9769230769230769
v	æ	0.9496402877697842
v	b	0.5562913907284768
v	c	0.7537313432835822
v	č	0.8611111111111112
v	d	0.7485380116959064
v	ð	0.729559748427673
v	e	0.9079754601226994
v	ē	0.9013157894736842
v	ɛ	0.8098591549295775
v	f	0.39830508474576276
v	g	0.8658536585365854
v	h	0.8129032258064516
v	i	0.9523809523809523
v	ī	0.950354609929078
v	ɨ	0.9790209790209791
v	ʝ	0.7986111111111112
v	k	0.9030303030303031
v	l	0.781021897810219
v	m	0.6614173228346456
v	n	0.6335403726708074
v	ŋ	0.9044117647058824
v	o	0.9527027027027027
v	O	0.9769230769230769
v	ō	0.950354609929078
v	œ	0.9453125
v	ɔ	0.9769230769230769
v	p	0.6709677419354838
v	r	0.781021897810219
v	s	0.8161764705882353
v	š	0.8
v	t	0.80625
v	u	0.9788732394366197
v	ū	0.9779411764705882
v	v	0
v	ʌ	0.9554140127388535
v	w	0.9473684210526316
v	x	0.8674698795180723
v	y	0.8943661971830986
v	z	0.472
v	ž	0.6985294117647058
v	θ	0.729559748427673
ʌ	ä	0.8431372549019608
ʌ	ā	0.7261904761904762
ʌ	æ	0.75
ʌ	b	0.9621621621621621
ʌ	c	0.9782608695652174
ʌ	č	0.9777777777777777
ʌ	d	0.9837837837837837
ʌ	ð	0.9826589595375722
ʌ	e	0.5242718446601942
ʌ	ē	0.6944444444444444
ʌ	ɛ	0.7456140350877193
ʌ	f	0.9551282051282052
ʌ	g	0.9115646258503401
ʌ	h	0.9536423841059603
ʌ	i	0.7326732673267327
ʌ	ī	0.8155339805825242
ʌ	ɨ	0.6813186813186813
ʌ	ʝ	0.9791666666666666
ʌ	k	0.9084507042253521
ʌ	l	0.9477611940298507
ʌ	m	0.948905109489051
ʌ	n	0.9842931937172775
ʌ	ŋ	0.9210526315789473
ʌ	o	0.4642857142857143
ʌ	O	0.8369565217391304
ʌ	ō	0.6593406593406593
ʌ	œ	0.8877551020408163
ʌ	ɔ	0.7411764705882353
ʌ	p	0.9595375722543352
ʌ	r	0.9477611940298507
ʌ	s	0.9772727272727273
ʌ	š	0.9793103448275862
ʌ	t	0.9814814814814815
ʌ	u	0.7065217391304348
ʌ	ū	0.7978723404255319
ʌ	v	0.9554140127388535
ʌ	ʌ	0
ʌ	w	0.8247422680412371
ʌ	x	0.912751677852349
ʌ	y	0.8508771929824561
ʌ	z	0.9814814814814815
ʌ	ž	0.9797297297297297
ʌ	θ	0.9826589595375722
w	ä	0.9555555555555556
w	ā	0.922077922077922
w	æ	0.945054945054945
w	b	0.9565217391304348
w	c	0.9736842105263158
w	č	0.9142857142857143
w	d	0.9813664596273292
w	ð	0.9798657718120806
w	e	0.905982905982906
w	ē	0.9166666666666666
w	ɛ	0.7857142857142857
w	f	0.946969696969697
w	g	0.7964601769911505
w	h	0.928
w	i	0.8314606741573034
w	ī	0.8604651162790697
w	ɨ	0.7692307692307692
w	ʝ	0.9210526315789473
w	k	0.787037037037037
w	l	0.9913793103448276
w	m	0.9380530973451328
w	n	0.9820359281437125
w	ŋ	0.6973684210526316
w	o	0.7349397590361446
w	O	0.8933333333333333
w	ō	0.8048780487804879
w	œ	0.9375
w	ɔ	0.8472222222222222
w	p	0.9530201342281879
w	r	0.9913793103448276
w	s	0.9722222222222222
w	š	0.9217391304347826
w	t	0.9782608695652174
w	u	0.5384615384615384
w	ū	0.6716417910447761
w	v	0.9473684210526316
w	ʌ	0.8247422680412371
w	w	0
w	x	0.8
w	y	0.6455696202531646
w	z	0.9782608695652174
w	ž	0.923728813559322
w	θ	0.9798657718120806
x	ä	0.9710144927536232
x	ā	0.952
x	æ	0.9714285714285714
x	b	0.851063829787234
x	c	0.9285714285714286
x	č	0.8428571428571429
x	d	0.9128205128205128
x	ð	0.8023952095808383
x	e	0.9461077844311377
x	ē	0.9423076923076923
x	ɛ	0.8791946308724832
x	f	0.8089171974522293
x	g	0.528
x	h	0.7534246575342466
x	i	0.9142857142857143
x	ī	0.9104477611940298
x	ɨ	0.8571428571428572
x	ʝ	0.8823529411764706
x	k	0.34259259259259256
x	l	0.9215686274509804
x	m	0.8947368421052632
x	n	0.8704663212435233
x	ŋ	0.6875
x	o	0.9375
x	O	0.9685039370078741
x	ō	0.9343065693430657
x	œ	0.9769230769230769
x	ɔ	0.9685039370078741
x	p	0.7857142857142857
x	r	0.9215686274509804
x	s	0.94
x	š	0.7714285714285715
x	t	0.875
x	u	0.9083969465648855
x	ū	0.904
x	v	0.8674698795180723
x	ʌ	0.912751677852349
x	w	0.8
x	x	0
x	y	0.816793893129771
x	z	0.9261363636363636
x	ž	0.8410596026490066
x	θ	0.8023952095808383
y	ä	0.89
y	ā	0.9361702127659575
y	æ	0.8585858585858586
y	b	0.9117647058823529
y	c	0.9448818897637795
y	č	0.8303571428571428
y	d	0.9597701149425287
y	ð	0.9567901234567902
y	e	0.7606837606837606
y	ē	0.8035714285714286
y	ɛ	0.4719101123595506
y	f	0.8936170212765957
y	g	0.813953488372093
y	h	0.8731343283582089
y	i	0.5595238095238095
y	ī	0.6627906976744187
y	ɨ	0.8105263157894737
y	ʝ	0.8429752066115702
y	k	0.8064516129032258
y	l	0.9770992366412213
y	m	0.8770491803278688
y	n	0.9611111111111111
y	ŋ	0.8041237113402062
y	o	0.9009009009009009
y	O	0.9583333333333334
y	ō	0.9150943396226415
y	œ	0.9148936170212766
y	ɔ	0.9473684210526316
y	p	0.9050632911392404
y	r	0.9770992366412213
y	s	0.9421487603305785
y	š	0.8442622950819672
y	t	0.9536423841059603
y	u	0.845360824742268
y	ū	0.8723404255319149
y	v	0.8943661971830986
y	ʌ	0.8508771929824561
y	w	0.6455696202531646
y	x	0.816793893129771
y	y	0
y	z	0.9536423841059603
y	ž	0.848
y	θ	0.9567901234567902
z	ä	0.9788732394366197
z	ā	0.9924812030075187
z	æ	0.9791666666666666
z	b	0.7556818181818181
z	c	0.656
z	č	0.8214285714285714
z	d	0.6217948717948718
z	ð	0.6283783783783784
z	e	0.9593023255813954
z	ē	0.9565217391304348
z	ɛ	0.9171974522292994
z	f	0.6713286713286714
z	g	0.9252873563218391
z	h	0.8922155688622755
z	i	0.9802631578947368
z	ī	0.9794520547945206
z	ɨ	0.9931506849315068
z	ʝ	0.7111111111111111
z	k	0.9479768786127167
z	l	0.6666666666666667
z	m	0.8287671232876712
z	n	0.39855072463768115
z	ŋ	0.951048951048951
z	o	0.9803921568627451
z	O	0.9924812030075187
z	ō	0.9794520547945206
z	œ	0.9774436090225564
z	ɔ	0.9924812030075187
z	p	0.8238636363636364
z	r	0.6666666666666667
z	s	0.7441860465116279
z	š	0.7318840579710144
z	t	0.7450980392156863
z	u	0.993103448275862
z	ū	0.9928057553956835
z	v	0.472
z	ʌ	0.9814814814814815
z	w	0.9782608695652174
z	x	0.9261363636363636
z	y	0.9536423841059603
z	z	0
z	ž	0.5289256198347108
z	θ	0.6283783783783784
ž	ä	0.9765625
ž	ā	0.9915966386554622
ž	æ	0.9769230769230769
ž	b	0.848314606741573
ž	c	0.8062015503875969
ž	č	0.6146788990825688
ž	d	0.7891566265060241
ž	ð	0.7884615384615384
ž	e	0.9556962025316456
ž	ē	0.9523809523809523
ž	ɛ	0.8936170212765957
ž	f	0.8027210884353742
ž	g	0.8389261744966443
ž	h	0.875
ž	i	0.9318181818181819
ž	ī	0.9285714285714286
ž	ɨ	0.9689922480620154
ž	ʝ	0.4158415841584159
ž	k	0.88
ž	l	0.8153846153846154
ž	m	0.8943661971830986
ž	n	0.689873417721519
ž	ŋ	0.8760330578512396
ž	o	0.9784172661870504
ž	O	0.9915966386554622
ž	ō	0.9772727272727273
ž	œ	0.9747899159663865
ž	ɔ	0.9915966386554622
ž	p	0.8908045977011494
ž	r	0.8153846153846154
ž	s	0.8527131782945736
ž	š	0.4368932038834952
ž	t	0.8516129032258064
ž	u	0.96875
ž	ū	0.9672131147540983
ž	v	0.6985294117647058
ž	ʌ	0.9797297297297297
ž	w	0.923728813559322
ž	x	0.8410596026490066
ž	y	0.848
ž	z	0.5289256198347108
ž	ž	0
ž	θ	0.7884615384615384
θ	ä	0.9803921568627451
θ	ā	0.9930555555555556
θ	æ	0.9806451612903225
θ	b	0.7431693989071038
θ	c	0.6439393939393939
θ	č	0.8108108108108107
θ	d	0.6467065868263473
θ	ð	0
θ	e	0.9617486338797814
θ	ē	0.9593023255813954
θ	ɛ	0.9226190476190477
θ	f	0.6232876712328768
θ	g	0.9060773480662984
θ	h	0.7435897435897436
θ	i	0.9815950920245399
θ	ī	0.9808917197452229
θ	ɨ	0.9936305732484076
θ	ʝ	0.8580246913580247
θ	k	0.877906976744186
θ	l	0.6934306569343065
θ	m	0.8258064516129032
θ	n	0.4429530201342282
θ	ŋ	0.9407894736842105
θ	o	0.9817073170731707
θ	O	0.9930555555555556
θ	ō	0.9808917197452229
θ	œ	0.9791666666666666
θ	ɔ	0.9930555555555556
θ	p	0.6459627329192547
θ	r	0.6934306569343065
θ	s	0.7642857142857142
θ	š	0.6993006993006994
θ	t	0.45038167938931295
θ	u	0.9935897435897436
θ	ū	0.9933333333333333
θ	v	0.729559748427673
θ	ʌ	0.9826589595375722
θ	w	0.9798657718120806
θ	x	0.8023952095808383
θ	y	0.9567901234567902
θ	z	0.6283783783783784
θ	ž	0.7884615384615384
θ	θ	0
ä	 	1
ā	 	1
æ	 	1
b	 	1
c	 	1
č	 	1
d	 	1
ð	 	1
e	 	1
ē	 	1
ɛ	 	1
f	 	1
g	 	1
h	 	1
i	 	1
ī	 	1
ɨ	 	1
ʝ	 	1
k	 	1
l	 	1
m	 	1
n	 	1
ŋ	 	1
o	 	1
O	 	1
ō	 	1
œ	 	1
ɔ	 	1
p	 	1
r	 	1
s	 	1
š	 	1
t	 	1
u	 	1
ū	 	1
v	 	1
ʌ	 	1
w	 	1
x	 	1
y	 	1
z	 	1
ž	 	1
θ	 	1
 	ä	1
 	ā	1
 	æ	1
 	b	1
 	c	1
 	č	1
 	d	1
 	ð	1
 	e	1
 	ē	1
 	ɛ	1
 	f	1
 	g	1
 	h	1
 	i	1
 	ī	1
 	ɨ	1
 	ʝ	1
 	k	1
 	l	1
 	m	1
 	n	1
 	ŋ	1
 	o	1
 	O	1
 	ō	1
 	œ	1
 	ɔ	1
 	p	1
 	r	1
 	s	1
 	š	1
 	t	1
 	u	1
 	ū	1
 	v	1
 	ʌ	1
 	w	1
 	x	1
 	y	1
 	z	1
 	ž	1
 	θ	1
